type, name, total_sales, premium
Kobe, Kobe 10 Elite Elite High Team Pack, 47, -27.11
Kobe, Kobe 10 Elite Ext White Gum, --, 
Kobe, Kobe 10 Elite HTM Arrowhead, 13, -2.8
Kobe, Kobe 10 Elite HTM Arrowhead EU Exclusive, 1, 44
Kobe, Kobe 10 Elite HTM Oreo, 42, 5.2
Kobe, Kobe 10 Elite HTM Racecar, 18, 10.8
Kobe, Kobe 10 Elite HTM Shark Jaw, 23, 36.4
Kobe, Kobe 10 Elite Low Black Mamba Collection Fade to Black, 35, 13.5
Kobe, Kobe 10 Elite Low Drill Sergeant, 84, -37
Kobe, Kobe 10 Elite Low Opening Night, 43, -26
Kobe, Kobe 10 Elite Mambacurial, 141, -10.5
Kobe, Kobe 10 Elite Opening Night, 18, -22.67
Kobe, Kobe 10 Emerald City, 65, -47.78
Kobe, Kobe 10 Flight, 24, -32.22
Kobe, Kobe 10 Fundamentals, 36, 25.56
Kobe, Kobe 10 Hot Lava, 51, -43.89
Kobe, Kobe 10 Independence Day, 49, -23.33
Kobe, Kobe 10 Pain, 19, -23.89
Kobe, Kobe 10 Peach Jam, 91, -41.11
Kobe, Kobe 10 Silk Road, 10, -36.11
Kobe, Kobe 11 3D, 40, -10.62
Kobe, Kobe 11 Achilles Heel (GS), --, 
Kobe, Kobe 11 Alt Tumbled Grey, 2, -41
Kobe, Kobe 11 Aquamarine, --, 
Kobe, Kobe 11 Brave Blue, 41, -24
Kobe, Kobe 11 Carpe Diem, 35, -22.5
Kobe, Kobe 11 EM Low Barcelona, 75, -16.25
Kobe, Kobe 11 EM Low Black Cool Grey, 29, -20
Kobe, Kobe 11 EM Low Fundamental, 10, 15
Kobe, Kobe 11 EM Low Green Snake (GS), 10, -45.19
Kobe, Kobe 11 EM Low Invisibility Cloak, 48, -20.63
Kobe, Kobe 11 EM Low Mambacurial, 201, -25
Kobe, Kobe 11 EM Low Summer Pack, 33, 3.12
Kobe, Kobe 11 Elite Low 4KB, 103, 3.64
Kobe, Kobe 11 Elite Low 4KB Black Horse, 44, -22.73
Kobe, Kobe 11 Elite Low 4KB Pale Horse, 42, 9
Kobe, Kobe 11 Elite Low 4KB Red Horse, 100, 1.82
Kobe, Kobe 11 Elite Low Achilles Heel, 96, -5.5
Kobe, Kobe 11 Elite Low All Star (2016), 141, -14.55
Kobe, Kobe 11 Elite Low BHM (2016), 83, -12
Kobe, Kobe 11 Elite Low Black Mamba Collection Fade to Black, 100, 153
Kobe, Kobe 11 Elite Low Black Space, 60, -3.5
Kobe, Kobe 11 Elite Low Brazil, 5, -13.64
Kobe, Kobe 11 Elite Low Bruce Lee, 166, 4
Kobe, Kobe 11 Elite Low Easter, 35, -32
Kobe, Kobe 11 Elite Low Eulogy Hyper Grape, 89, -17
Kobe, Kobe 11 Elite Low FCB Mambacurial, 55, -18.64
Kobe, Kobe 11 Elite Low Last Emperor, 30, 12.5
Kobe, Kobe 11 Elite Low Mark Parker, 73, -23.5
Kobe, Kobe 11 Elite Low Master of Innovation, 88, -39.5
Kobe, Kobe 11 Elite Low Oreo, 63, -5
Kobe, Kobe 11 Elite Low Oreo (GS), 1, -33.33
Kobe, Kobe 11 Elite Low TV (GS), --, 
Kobe, Kobe 11 Elite Low Tinker, 133, -10.5
Kobe, Kobe 11 Elite Low USA, 57, -14.09
Kobe, Kobe 11 Grey Black, 3, -17.5
Kobe, Kobe 11 Low Draft Day, 88, -38.12
Kobe, Kobe 11 Low Mamba Day (Black), 133, -5.33
Kobe, Kobe 11 Lower Merion, 36, -25
Kobe, Kobe 11 Quai 54, 22, 30.32
Kobe, Kobe 11 Sunset, 61, -30.63
Kobe, Kobe 11 Team Bank Black, 37, -37.5
Kobe, Kobe 11 Team Bank Game Royal, --, 
Kobe, Kobe 11 Team Bank Gorge Green, 4, -31.87
Kobe, Kobe 11 Team Bank Midnight Navy, --, 
Kobe, Kobe 11 Team Bank University Red, --, 
Kobe, Kobe 11 Team Bank White, 1, -34.38
Kobe, Kobe 2 Black Mamba Collection Fade to Black, 31, 5
Kobe, Kobe 2 Prelude (4-50+ Points), 41, 63.5
Kobe, Kobe 3 Black Mamba Collection Fade to Black, 32, 14.5
Kobe, Kobe 3 Prelude (Misery), 41, 49
Kobe, Kobe 4 All Star, 6, 165
Kobe, Kobe 4 Black Mamba Collection Fade to Black, 45, 49
Kobe, Kobe 4 Black White Varsity Red, 10, 73.33
Kobe, Kobe 4 Carpe Diem, 10, 132.5
Kobe, Kobe 4 Del Sol, 7, 122.5
Kobe, Kobe 4 Gold Medal, 10, 130.83
Kobe, Kobe 4 Gradient Away, 8, 115
Kobe, Kobe 4 Gradient Home, 11, 109.17
Kobe, Kobe 4 Hornets, 13, 94.17
Kobe, Kobe 4 Inline, 7, 175
Kobe, Kobe 4 MLK Gold, 5, 103.33
Kobe, Kobe 4 MPLS, 10, 62.5
Kobe, Kobe 4 NBA Final MVP Away, 11, 172.5
Kobe, Kobe 4 NBA Final MVP Home, 7, 205
Kobe, Kobe 4 POP, 15, 91.67
Kobe, Kobe 4 Prelude (Finals MVP), 61, 107
Kobe, Kobe 4 USC Trojans, 1, 43.08
Kobe, Kobe 5 5 Rings, 8, 185.38
Kobe, Kobe 5 All Star, 10, 102.31
Kobe, Kobe 5 Aston Martin Pack, 1, 210
Kobe, Kobe 5 Big Stage Away, 7, 432.31
Kobe, Kobe 5 Big Stage Home, 7, 266.15
Kobe, Kobe 5 Black Mamba Collection Fade to Black, 40, 33
Kobe, Kobe 5 Blackout, 2, 29.23
Kobe, Kobe 5 Bruce Lee, 25, 317.69
Kobe, Kobe 5 Dark Knight, 15, 76.92
Kobe, Kobe 5 Draft Day, 7, 37.69
Kobe, Kobe 5 Joker (Chaos), 34, 142.31
Kobe, Kobe 5 Lower Merion Aces (Away), 5, 96.15
Kobe, Kobe 5 POP Away, 13, 68.46
Kobe, Kobe 5 Prelude (Finals MVP), 55, 133.5
Kobe, Kobe 5 USC Trojans, 2, 71.43
Kobe, Kobe 6 ASG East LA, 14, 94.07
Kobe, Kobe 6 ASG Hollywood 3D, 11, 81.48
Kobe, Kobe 6 ASG Orange County Sunset, 13, 110.37
Kobe, Kobe 6 ASG West Challenge Red, 19, 88.89
Kobe, Kobe 6 BHM (2011), 20, 102.31
Kobe, Kobe 6 Black Del Sol, 15, 97.69
Kobe, Kobe 6 Black Mamba Collection Fade to Black, 50, 35
Kobe, Kobe 6 Blue Camo, 11, 49.23
Kobe, Kobe 6 Bred, 4, 31.54
Kobe, Kobe 6 China 3D, 12, 108.46
Kobe, Kobe 6 Concord, 9, 61.54
Kobe, Kobe 6 Draft Day, 3, 73.85
Kobe, Kobe 6 FC Barcelona Home, 5, 358.46
Kobe, Kobe 6 FC Barcelona Mango, 1, 1015.38
Kobe, Kobe 6 Grey Black, --, 
Kobe, Kobe 6 Grinch, 53, 498.46
Kobe, Kobe 6 Helicopter, 15, 66.15
Kobe, Kobe 6 Imperial Purple, 8, 38.46
Kobe, Kobe 6 Italian Camo, 3, 101.54
Kobe, Kobe 6 Kay Yow Think Pink, 5, 179.23
Kobe, Kobe 6 Lakers Home, 4, 57.69
Kobe, Kobe 6 Lightbulb, 8, 73.85
Kobe, Kobe 6 Lower Merion Aces, 9, 84.62
Kobe, Kobe 6 Prelude (All Star MVP), 61, 96.5
Kobe, Kobe 6 Purple Gradient, --, 
Kobe, Kobe 6 Supreme Chaos, 26, 84.67
Kobe, Kobe 6 Supreme Rice, 21, 41.33
Kobe, Kobe 6 Team Bank Colorways, 3, 3.85
Kobe, Kobe 6 Urban Camo, 2, 30.77
Kobe, Kobe 7 Barcelona (Away), 4, 40
Kobe, Kobe 7 Barcelona (Home), 3, 203.57
Kobe, Kobe 7 Black History Month, 8, 32.86
Kobe, Kobe 7 Black Mamba Collection Fade to Black, 33, -1.5
Kobe, Kobe 7 Black White Del Sol, 19, 5.56
Kobe, Kobe 7 Black White Wolf Grey, 3, -2.86
Kobe, Kobe 7 Cheetah, 32, 13.57
Kobe, Kobe 7 Christmas (Leopard), 63, 43.33
Kobe, Kobe 7 Concord, --, 
Kobe, Kobe 7 Duke, 4, 11.43
Kobe, Kobe 7 Elite (Away), 21, 11.5
Kobe, Kobe 7 Elite (Home), 25, -13
Kobe, Kobe 7 Fireberry (London), 4, 10
Kobe, Kobe 7 Galaxy (GS), 2, 69.17
Kobe, Kobe 7 Galaxy AS, 58, 100.71
Kobe, Kobe 7 Gold Medal, 14, 43.57
Kobe, Kobe 7 Grey Cheetah, 3, 20
Kobe, Kobe 7 Invisibility Cloak, 45, 67.14
Kobe, Kobe 7 Lakers Home, 7, 13.57
Kobe, Kobe 7 Lower Merion Aces, 6, 10.71
Kobe, Kobe 7 Opening Day, 3, 10.71
Kobe, Kobe 7 Poison Dart Frog (Blue), 2, -17.14
Kobe, Kobe 7 Poison Dart Frog (GS), 1, -27.27
Kobe, Kobe 7 Poison Dart Frog (LAL), 17, 2.14
Kobe, Kobe 7 Poison Dart Frog (Mint), 33, 10.71
Kobe, Kobe 7 Prelude (London), 42, 44
Kobe, Kobe 7 Shark, 11, 22.86
Kobe, Kobe 7 Team Bank Black, --, 
Kobe, Kobe 7 Team Bank Gorge Green, --, 
Kobe, Kobe 7 Team Bank Gym Red, --, 
Kobe, Kobe 7 Team Bank Orange Blaze, --, 
Kobe, Kobe 7 USA Olympic, 5, 36.43
Kobe, Kobe 7 What the Kobe, 31, 140
Kobe, Kobe 7 Wolf, 5, 3.57
Kobe, Kobe 7 Year of the Dragon, 15, 43.33
Kobe, Kobe 7 Yin and Yang, 6, 52.14
Kobe, Kobe 8 Barcelona Tiger, 20, 44.29
Kobe, Kobe 8 Black Mamba Collection Fade to Black, 36, 28.5
Kobe, Kobe 8 Blue Blitz, 16, 63.57
Kobe, Kobe 8 Challenge Red, 22, 38.57
Kobe, Kobe 8 Christmas (2012), 84, 63.33
Kobe, Kobe 8 EXT Year of the Snake (Black), 27, 24
Kobe, Kobe 8 EXT Year of the Snake (Red), 32, 9.33
Kobe, Kobe 8 Easter, 95, 68.57
Kobe, Kobe 8 Elite Supehero, 56, 2
Kobe, Kobe 8 Elite+ Black Gold, 12, 30.45
Kobe, Kobe 8 GC Venice Beach, 52, 99.29
Kobe, Kobe 8 Graffiti, 13, 33.57
Kobe, Kobe 8 Graffiti (GS), --, 
Kobe, Kobe 8 Mambacurial, 55, 72.14
Kobe, Kobe 8 Milk Snake, 30, 80
Kobe, Kobe 8 Mine Grey, 11, 42.86
Kobe, Kobe 8 NSW Gorge Green, --, 
Kobe, Kobe 8 NSW Mexican Blanket, 6, -21.82
Kobe, Kobe 8 Pit Viper, 41, 40.71
Kobe, Kobe 8 Playoffs Purple Platinum, 51, 84.29
Kobe, Kobe 8 Prelude (Reflection), 43, 75.5
Kobe, Kobe 8 Python, 16, 45.71
Kobe, Kobe 8 SS Christmas (2013), 136, 18.75
Kobe, Kobe 8 SS Christmas 2013 (GS), 3, 11.3
Kobe, Kobe 8 Shanghai Fireworks, 1, 471.43
Kobe, Kobe 8 Sulfur - Electric, 20, 82.14
Kobe, Kobe 8 System Green Glow Laser Orange, 6, 52.86
Kobe, Kobe 8 System Philippines Black Silver, 2, 7.14
Kobe, Kobe 8 Volt, 10, 34.29
Kobe, Kobe 8 What the Kobe (WTK), 113, 255
Kobe, Kobe 8 Year of the Horse, 43, 8.75
Kobe, Kobe 8 Year of the Snake (Port), 34, 46.43
Kobe, Kobe 8+ All-Star Area 72, 81, 41.11
Kobe, Kobe 8+ Supernatural, 12, 7.5
Kobe, Kobe 9 EM Deep Garnet, 2, -26.25
Kobe, Kobe 9 EM Gym Blue University Gold, 6, -21.71
Kobe, Kobe 9 EM Low Brazil, 17, 2.5
Kobe, Kobe 9 EM Low Bruce Lee, 88, 25
Kobe, Kobe 9 EM Low China, 54, 7.22
Kobe, Kobe 9 EM Low Dusty Cactus, 10, -10.86
Kobe, Kobe 9 EM Low Easter, 70, -3.12
Kobe, Kobe 9 EM Low Hyper Cobalt, 16, 11.25
Kobe, Kobe 9 EM Low Indpendence Day, 19, 3.12
Kobe, Kobe 9 EM Low Metallic Silver, 1, -5.88
Kobe, Kobe 9 EM Low Peach Mango, 9, 8.13
Kobe, Kobe 9 EM Low Phillipines, 36, 9.44
Kobe, Kobe 9 EM Low Unleashed, 24, 0
Kobe, Kobe 9 EM XDR China, 4, -6.67
Kobe, Kobe 9 EXT Black Mamba, --, 
Kobe, Kobe 9 EXT High Snakeskin, 41, -34.4
Kobe, Kobe 9 EXT Mid Black Mamba, 26, -49.78
Kobe, Kobe 9 Elite Black History Month, 114, 26.4
Kobe, Kobe 9 Elite Black Mamba Collection Fade to Black, 54, 77.5
Kobe, Kobe 9 Elite Brave Blue, 24, 11.11
Kobe, Kobe 9 Elite Christmas (2014), 113, 36.44
Kobe, Kobe 9 Elite Detail, 90, 34.67
Kobe, Kobe 9 Elite GS Barbershop, --, 
Kobe, Kobe 9 Elite Gold Fundamentals, 56, 35.11
Kobe, Kobe 9 Elite Hero Draft Day Expression, 31, -3.56
Kobe, Kobe 9 Elite Influence, 35, 15.11
Kobe, Kobe 9 Elite Inspiration, 60, -4
Kobe, Kobe 9 Elite Lakers (GS), --, 
Kobe, Kobe 9 Elite Low Beethoven, 93, 62.5
Kobe, Kobe 9 Elite Low HTM Milan (All Colors), --, 
Kobe, Kobe 9 Elite Low Michael Jackson Moonwalker, 90, 14.5
Kobe, Kobe 9 Elite Low Multicolor (NikeID)(Black Tongue), 22, 4.9
Kobe, Kobe 9 Elite Low Multicolor (NikeID)(White Tongue), --, 
Kobe, Kobe 9 Elite Low University Red, 76, 5.5
Kobe, Kobe 9 Elite Masterpiece, 44, 63.18
Kobe, Kobe 9 Elite NOLA Gumbo League "Maestro", 169, 10.22
Kobe, Kobe 9 Elite Perspective, 76, -7.56
Kobe, Kobe 9 Elite Perspective (GS), 1, 0
Kobe, Kobe 9 Elite Premium Low HTM Milan Black, 1, 123.53
Kobe, Kobe 9 Elite Premium Low HTM Milan Black Multi-Color, 2, 224.41
Kobe, Kobe 9 Elite Premium Low HTM Milan Grey, --, 
Kobe, Kobe 9 Elite Premium Low HTM Milan White Multi-Color, 1, 458.82
Kobe, Kobe 9 Elite Premium QS Black, 1, 36.36
Kobe, Kobe 9 Elite Premium QS Volt, 1, 127.27
Kobe, Kobe 9 Elite Sequoia, 37, -27.11
Kobe, Kobe 9 Elite Team Showtime, 66, 12.89
Kobe, Kobe 9 Elite Victory Restored, 34, -18.22
Kobe, Kobe 9 Elite What the Kobe, 238, -2.18
Kobe, Kobe 9 High KRM EXT Black Mamba, 18, -26.91
Kobe, Kobe 9 KRM EXT High Red Mamba, 36, -34.55
Kobe, Kobe 9 NSW Year of the Horse, 2, 8.33
Kobe, Kobe A.D. Baseline White Court Purple, 44, -61.25
Kobe, Kobe A.D. Baseline White Gum, 2, -45
Kobe, Kobe A.D. Big Stage, 98, -17.5
Kobe, Kobe A.D. Black Gum, 286, -58.13
Kobe, Kobe A.D. Black History Month (2017), 3, 22.5
Kobe, Kobe A.D. Black Mamba, 66, 3.12
Kobe, Kobe A.D. Black White, 26, -25.62
Kobe, Kobe A.D. DeMar DeRozan Blue, 374, -58
Kobe, Kobe A.D. DeMar DeRozan Bred PE, 3, 34.67
Kobe, Kobe A.D. Derozan PE Compton, 39, 38.13
Kobe, Kobe A.D. Detached, 109, -33.75
Kobe, Kobe A.D. Fearless, 62, -35
Kobe, Kobe A.D. Flip the Switch, 119, -26.25
Kobe, Kobe A.D. Grey Snake, 33, -48.12
Kobe, Kobe A.D. Honesty, 131, -40
Kobe, Kobe A.D. Igloo, 96, -27.5
Kobe, Kobe A.D. Isaiah Thomas PE, 34, -38.67
Kobe, Kobe A.D. Lakers Black Mamba, 222, -43.75
Kobe, Kobe A.D. Light Bone, 59, -29.37
Kobe, Kobe A.D. Light Bone (GS), 9, -19.17
Kobe, Kobe A.D. Midnight Navy, 7, -17.5
Kobe, Kobe A.D. NCAA, 46, -28.67
Kobe, Kobe A.D. NXT Black White, 102, -37
Kobe, Kobe A.D. NXT Mambacurial, 142, -43.5
Kobe, Kobe A.D. NXT University Red, 173, -46
Kobe, Kobe A.D. NXT White Black, 186, -31.5
Kobe, Kobe A.D. NXT Wolf Grey, 70, -34
Kobe, Kobe A.D. Optimism, 36, -28.75
Kobe, Kobe A.D. Oregon, 52, -25.62
Kobe, Kobe A.D. Passion, 89, -39.38
Kobe, Kobe A.D. Pure Platinum, 82, -52.5
Kobe, Kobe A.D. Purple Stardust, 64, -15.62
Kobe, Kobe A.D. Rise, 109, -54.37
Kobe, Kobe A.D. TB Black, 2, -34.67
Kobe, Kobe A.D. TB Game Royal, 1, -46.67
Kobe, Kobe A.D. TB Gorge Green, 2, -48
Kobe, Kobe A.D. TB Midnight Navy, --, 
Kobe, Kobe A.D. TB University Red, 1, -53.33
Kobe, Kobe A.D. TB White Black, 3, -33.33
Kobe, Kobe A.D. TB Wolf Grey, --, 
Kobe, Kobe A.D. Time to Shine, --, 
Kobe, Kobe A.D. University Red, 69, -49.38
Kobe, Kobe A.D. White Black, 20, -1.88
Kobe, Kobe A.D. White Ice, 60, -20.67
Kobe, Kobe AD Black Purple, 34, 3.57
Kobe, Kobe AD Black Racer Blue, 14, -18.13
Kobe, Kobe AD Green Strike, 3, 5.71
Kobe, Kobe AD Lakers Amarillo, 11, 25
Kobe, Kobe AD Lakers Hyper Grape, 15, 16.43
Kobe, Kobe AD Midnight Navy, --, 
Kobe, Kobe AD Military Blue, --, 
Kobe, Kobe AD Moon Particle, 41, -1.43
Kobe, Kobe AD Orange Blaze, --, 
Kobe, Kobe AD Pacific Blue, 3, 6.43
Kobe, Kobe AD Promo University Gold, 3, -25.38
Kobe, Kobe AD Sail Multi-Color, 801, 35
Kobe, Kobe AD TB Purple, --, 
Kobe, Kobe AD TB University Blue, --, 
Kobe, Kobe AD White Black, 52, 23.57
Kobe, Kobe AD White Rush Blue, 1, -14.29
Kobe, Kobe Aston Martin Pack V-Hyperdunk, 11, 166.33
Kobe, Kobe NXT 360 Black Multi-Color, 965, 24.5
Kobe, Kobe NXT 360 Black Multi-Color 2.0, 71, -20.5
Kobe, Kobe NXT 360 Infrared, 272, -22
Kobe, Kobe NXT 360 Yellow Strike, 283, -23
Kobe, Kobe Venomenon 4 Glow-In-The-Dark, 5, -5
Kobe, Nike KB Mentality 2 Game Royal University Red, --, 
Kobe, Nike KB Mentality Black Metallic Gold Chilling Red, 11, -39.23
Kobe, Nike Kobe 4 Chaos Joker, 5, 327.5
Kobe, Nike Kobe 6 Metallic Silver Metallic Silver White, 1, 103.85
Kobe, Nike Kobe A.D. Devin Booker PE, 160, -11.33
Kobe, Nike Kobe Elite Low 4KB Liquid Lime, 105, -42.73
Kobe, Nike Kobe X Blackout Blackout (GS), --, 
Kobe, Nike Mamba Instinct Anthracite Black, 23, -57.69
Kobe, Nike Mamba Instinct Bred, 1, 1
Kobe, Nike Mamba Instinct Dark Grey, --, 
Kobe, Nike Mamba Instinct Pure Platinum, 1, -30
Kobe, Nike Mamba Rage Anthracite Aurora Green (GS), 2, 41.18
Kobe, Nike Mamba Rage Blue Nebula, --, 
Kobe, Nike Mamba Rage Lakers Away, --, 
Kobe, Nike Mamba Rage Pink Blast, 2, -25
Kobe, Nike Zoom Huarache 2K4 Black Mamba Collection Fade to Black, 24, -14.5
Kobe, Zoom Kobe 2 Carpe Diem, 1, -10
Kobe, Zoom Kobe 2 Lakers, --, 
Kobe, Zoom Kobe 4 Black White Royal Red, --, 
Kobe, Zoom Kobe Icon Black White, 1, -23.08
Kobe, Zoom Kobe Icon Metallic Gold, 1, -76.47
Kobe, Zoom Kobe Venomenon 4 Diffused Jade, --, 
Kobe, Zoom Kobe Venomenon 5 Black Metallic, --, 
Kobe, Kobe 1 Protro Purple Reign, 312, -20
Kobe, Kobe 1 Protro USA, 9, 32
Kobe, Kobe 10 All Star, 67, -16.5
Kobe, Kobe 10 Easter, 18, -19.44
Kobe, Kobe 10 Elite High What the, 184, -18.46
Kobe, Kobe 10 Radiant Emerald, 39, -38.33
Kobe, Kobe 10 Vino, 17, -29.44
Kobe, Kobe 2 ST USA, 2, 56.43
Kobe, Kobe 4 Four Rings, 7, 153.33
Kobe, Kobe 4 Rice High School PE Home, 1, 109.17
Kobe, Kobe 5 Lower Merion Aces Home, --, 
Kobe, Kobe 5 Prelude (Finals MVP) (GS), 24, 33.91
Kobe, Kobe 6 Dark Knight, 5, 62.31
Kobe, Kobe 6 Steelers, 3, 69.23
Kobe, Kobe 7 Team Bank Game Royal, --, 
Kobe, Kobe 8 Blue Glow, 17, 39.29
Kobe, Kobe 8 Pit Viper (GS), 1, 4.35
Kobe, Kobe 8 Sport Pack All-Star (2013), 12, -14.64
Kobe, Kobe 9 EM Low Laser Crimson, 29, 9.38
Kobe, Kobe 9 EM Low Silk, 20, -0.62
Kobe, Kobe A.D. Black White Gum, 64, -52.67
Kobe, Kobe A.D. NXT Volt, 31, -41
Kobe, Kobe A.D. Port Wine, 118, -54.67
Kobe, Kobe A.D. Ruthless Precision, 40, 6.25
Kobe, Kobe AD Black Multi-Color, 213, 14.29
Kobe, Kobe NXT 360 Multi-Color, 120, -12
Kobe, Kobe NXT 360 White Multi-Color, 164, -15.5
Kobe, Nike Mamba Rage Grinch, 181, 4
Kobe, Kobe 1 Protro Noise Cancelling Pack, --, 
Kobe, Kobe 1 Protro Undefeated Purple (F&F), 3, 
Kobe, Kobe 10 EXT Liquid Gold, 7, -52.44
Kobe, Kobe 11 Kentucky Away PE, --, 
Kobe, Kobe 11 Low Quai54 (Friends & Family), 2, 
Kobe, Kobe 11 Peach Jam PE, --, 
Kobe, Kobe 3 Prelude Misery (GS), 12, 
Kobe, Kobe 4 Rice High School PE Away, 2, 123.33
Kobe, Kobe 6 Prelude All-Star MVP (GS), 5, 
Kobe, Kobe 7 Christmas (GS), 2, 
Kobe, Kobe 7 Prelude (GS), 5, 
Kobe, Kobe 8 Black History Month, 33, 48.12
Kobe, Kobe A.D. PK80, 6, 
Kobe, Kobe 4 Lower Merion, 2, 
Kobe, Kobe 10 5AM Flight (GS), --, 
Kobe, Kobe 10 All Star (GS), --, 
Kobe, Kobe 10 High EXT White Gum, --, 
Kobe, Kobe 10 Mid EXT Black Metallic Gold, 5, 
Kobe, Kobe 2 Prelude (4-50+ Points) (GS), 2, 
Kobe, Kobe 5 Lakers, 8, 
Kobe, Kobe 8 Mine Grey (GS), --, 
Kobe, Kobe 8 Prelude Reflectiion (GS), 2, 
Kobe, Kobe 9 EM Deep Garnet (GS), --, 
Kobe, Kobe 9 Easter (GS), --, 
Kobe, Kobe 9 Elite Masterpiece (GS), 3, 
Kobe, Kobe 9 Elite Purple Venom (GS), 1, 
Kobe, Kobe 9 High EXT Black Mamba, --, 
Kobe, Kobe 9 Low Mamba Moment, --, 
Kobe, Kobe 9 Peach Jam, 2, 
Kobe, Nike KB Mentality Lakers (GS), --, 
Kobe, Nike KB Mentality White Metallic Gold Black, --, 
Kobe, Nike Kobe 1 MPLS, 4, 38.46
Kobe, Kobe 11 Elite GCR Great Career Recall, 12, 
Lebron, Air Zoom Generation Black White Retro, 469, 1.71
Lebron, Air Zoom Generation SVSM Retro, 1656, 22.86
Lebron, Air Zoom Generation Vachetta Tan, 68, -28
Lebron, Air Zoom Generation White Black Retro, 234, 27.43
Lebron, LeBron 11 Akron vs. Miami, 26, -51
Lebron, LeBron 11 All-Star (GS), 4, 35
Lebron, LeBron 11 Away, 52, -4.5
Lebron, LeBron 11 Black History Month, 76, -15
Lebron, LeBron 11 Black History Month (GS), 1, -14.29
Lebron, LeBron 11 Blackout, 14, -30
Lebron, LeBron 11 Christmas, 118, -23.5
Lebron, LeBron 11 Christmas (GS), 1, 17.86
Lebron, LeBron 11 Diffused Jade, 15, -51
Lebron, LeBron 11 Dunkman, 17, -52
Lebron, LeBron 11 EXT Blue Suede, 36, -37
Lebron, LeBron 11 EXT Denim, 33, -56
Lebron, LeBron 11 EXT Kings Crown, 57, -8.4
Lebron, LeBron 11 Elite Black Gold, 17, -16.73
Lebron, LeBron 11 Elite Hero, 45, -21.45
Lebron, LeBron 11 Elite Maison 3M Blue, 15, -25.08
Lebron, LeBron 11 Elite SE Metallic Gold, 52, -6.78
Lebron, LeBron 11 Elite Team, 30, -38.55
Lebron, LeBron 11 Everglades, 43, -24
Lebron, LeBron 11 Forging Iron, 27, -19
Lebron, LeBron 11 Gamma Blue, 24, -40
Lebron, LeBron 11 Graffiti, 58, -20
Lebron, LeBron 11 Independence Day, 26, -44.5
Lebron, LeBron 11 King's Pride, 113, -28
Lebron, LeBron 11 Knicks, 7, -42.5
Lebron, LeBron 11 Low Biscayne, 4, -48.24
Lebron, LeBron 11 Low Black Gum, 51, -2.86
Lebron, LeBron 11 Low China, 41, -7.89
Lebron, LeBron 11 Low Dunkman, 4, -52.94
Lebron, LeBron 11 Low Easter, 21, -28.82
Lebron, LeBron 11 Low Entourage (GS), --, 
Lebron, LeBron 11 Low Floridian, 8, -61.76
Lebron, LeBron 11 Low Independence Day, 6, -17.06
Lebron, LeBron 11 Low Laser Crimson, 1, -60.59
Lebron, LeBron 11 Low Magnet Grey, 5, -59.41
Lebron, LeBron 11 Low Maison Polka Dots, 11, -46.32
Lebron, LeBron 11 Low SE Multi-Color, 35, 20.53
Lebron, LeBron 11 Low Sprite, 21, -37.06
Lebron, LeBron 11 Low Turbo Green, 1, -12.35
Lebron, LeBron 11 Maison Luster Volt, 8, -57.73
Lebron, LeBron 11 Miami Nights, 75, -27.5
Lebron, LeBron 11 NBA 2K14, 69, 30
Lebron, LeBron 11 NOLA Gumbo League "Gator King", 307, -19.09
Lebron, LeBron 11 NSW Hazelnut, --, 
Lebron, LeBron 11 NSW King of Miami, --, 
Lebron, LeBron 11 NSW King of the Streets, --, 
Lebron, LeBron 11 NSW Leopard, --, 
Lebron, LeBron 11 NSW Lifestyle BHM (2014), --, 
Lebron, LeBron 11 NSW Miami Vice, --, 
Lebron, LeBron 11 NSW University Red, --, 
Lebron, LeBron 11 South Beach, 156, -32.5
Lebron, LeBron 11 South Beach (GS), --, 
Lebron, LeBron 11 Summit Lake Hornets, 30, -40.5
Lebron, LeBron 11 T-Rex (GS), 4, -56.43
Lebron, LeBron 11 Terracotta Warrior, 30, -45
Lebron, LeBron 11 What the LeBron, 522, 2.4
Lebron, LeBron 12 23 Chromosomes, 52, -41
Lebron, LeBron 12 Akron Birch, 24, -41.36
Lebron, LeBron 12 Akron Birch (GS), 1, -12.5
Lebron, LeBron 12 All Star Game, 43, -29.55
Lebron, LeBron 12 BHM 2015, 31, -19.09
Lebron, LeBron 12 Buckets (GS), --, 
Lebron, LeBron 12 Data, 34, -12
Lebron, LeBron 12 Double Helix, 31, -41.5
Lebron, LeBron 12 Dunk Force, 14, -38
Lebron, LeBron 12 EXT Cork, 80, -33.6
Lebron, LeBron 12 EXT King's Cloak, 39, -44.4
