type, name, total_sales, premium
Lebron, LeBron 12 EXT Prism, 43, -19.6
Lebron, LeBron 12 EXT Rubber City, 40, -28.8
Lebron, LeBron 12 EXT Tennis Ball, 17, -47.6
Lebron, LeBron 12 EXT Wheat, 43, -42.91
Lebron, LeBron 12 Easter, 12, -45.5
Lebron, LeBron 12 Elite Elevate, 19, -50.91
Lebron, LeBron 12 Elite Rose Gold, 14, -37.82
Lebron, LeBron 12 Elite SP Pigalle, 28, -32.67
Lebron, LeBron 12 Elite Team, 23, -37.45
Lebron, LeBron 12 Flight, 8, -25
Lebron, LeBron 12 Fruity Pebbles (GS), 2, 1.76
Lebron, LeBron 12 Heart of a Lion, 52, -31
Lebron, LeBron 12 Independence Day, 31, -32
Lebron, LeBron 12 Instinct, 21, -31
Lebron, LeBron 12 Low Cavs Classic, --, 
Lebron, LeBron 12 Low Court Purple, 29, -52
Lebron, LeBron 12 Low Earned, 9, -28.57
Lebron, LeBron 12 Low Gone Fishing (GS), --, 
Lebron, LeBron 12 Low Hyper Cobalt, 6, -45.14
Lebron, LeBron 12 Low LeBronold Palmer PRM, 33, -54.5
Lebron, LeBron 12 Low LeBronold Palmer PRM EP, 55, -33
Lebron, LeBron 12 Low Remix, 23, -52.57
Lebron, LeBron 12 Low SVSM, 28, -41.14
Lebron, LeBron 12 Low University Red, 46, -35.43
Lebron, LeBron 12 NSRL, 50, -32.5
Lebron, LeBron 12 NSW Black Challenge Red, 7, -31.54
Lebron, LeBron 12 NSW Challenge Red, 1, -23.08
Lebron, LeBron 12 NSW Fireberry Denim, 2, -40
Lebron, LeBron 12 NSW Lights Out, 1, -61.54
Lebron, LeBron 12 NSW Lion's Mane, 2, -20
Lebron, LeBron 12 NSW White, --, 
Lebron, LeBron 12 Reptile (GS), --, 
Lebron, LeBron 12 Six Meridians, 17, -43.5
Lebron, LeBron 12 Superman (GS), --, 
Lebron, LeBron 12 Trillion Dollar Man, 20, -44.09
Lebron, LeBron 12 What If, 21, -26
Lebron, LeBron 12 What the LeBron, 166, 2.4
Lebron, LeBron 12 Witness, 40, -41
Lebron, LeBron 13 All-Star (2016), 46, -60
Lebron, LeBron 13 Away (GS), --, 
Lebron, LeBron 13 BHM (2016), 15, -54.5
Lebron, LeBron 13 Balance, 2, -58.5
Lebron, LeBron 13 Black Lion, 38, -53.5
Lebron, LeBron 13 Blue Lagoon, 6, -51
Lebron, LeBron 13 Bronze, 3, -60.5
Lebron, LeBron 13 Bronze (GS), --, 
Lebron, LeBron 13 Christmas, 29, -46.5
Lebron, LeBron 13 Christmas (GS), --, 
Lebron, LeBron 13 Doernbecher, 42, -23.5
Lebron, LeBron 13 Doernbecher (GS), 2, -31.25
Lebron, LeBron 13 EXT Luxbron, 9, -59.55
Lebron, LeBron 13 Easter, 14, -49
Lebron, LeBron 13 Elite Black, 2, -25.33
Lebron, LeBron 13 Elite Built For Battle, 30, -60
Lebron, LeBron 13 Elite Game Time, 5, -46
Lebron, LeBron 13 Elite Gold, 9, -36.36
Lebron, LeBron 13 Elite University Red, 7, -45.78
Lebron, LeBron 13 Friday the 13th, 70, -24.5
Lebron, LeBron 13 Lava, 27, -58
Lebron, LeBron 13 Low Anthracite Gum, 65, -50.67
Lebron, LeBron 13 Low Birds of Paradise, 5, -14.38
Lebron, LeBron 13 Low Black Red, 4, -46
Lebron, LeBron 13 Low Black Red White, --, 
Lebron, LeBron 13 Low Cavs, 13, -42
Lebron, LeBron 13 Low Cool Grey, 7, -31.33
Lebron, LeBron 13 Low Family Foundation, 40, 25.63
Lebron, LeBron 13 Low Metallic Silver, 8, -28.67
Lebron, LeBron 13 Low Olympic, 6, -5.33
Lebron, LeBron 13 Low Phantom, 6, -31.87
Lebron, LeBron 13 Low Team Red Gum, 28, -41.33
Lebron, LeBron 13 Low USA, 2, -38
Lebron, LeBron 13 Midnight Navy, 32, -58
Lebron, LeBron 13 On Court, 4, -59.5
Lebron, LeBron 13 Pot of Gold, 24, -57.5
Lebron, LeBron 14 Agimat, 41, -18.86
Lebron, LeBron 14 Agimat (Special Box), --, 
Lebron, LeBron 14 BHM (2017), 28, -27.43
Lebron, LeBron 14 Bred, 77, -44
Lebron, LeBron 14 Cocoa Beach (GS), 7, -38.57
Lebron, LeBron 14 Flip the Switch, 74, -46.29
Lebron, LeBron 14 Flip the Switch (GS), --, 
Lebron, LeBron 14 Low Dunkman, 18, -62
Lebron, LeBron 14 Low Light Bone, 33, -59.33
Lebron, LeBron 14 Low Mint Foam, 10, -49.33
Lebron, LeBron 14 Low Prism Pink, 3, -11.33
Lebron, LeBron 14 MAG, 86, -41.71
Lebron, LeBron 14 Mag (GS), --, 
Lebron, LeBron 14 Out of Nowhere, 28, 111.43
Lebron, LeBron 14 Red Carpet, 11, -37.14
Lebron, LeBron 14 Ric Flair (GS), 3, -45
Lebron, LeBron 14 Silver, 58, -61.71
Lebron, LeBron 14 The Undertaker (GS), 1, -42.86
Lebron, LeBron 14 Time to Shine, 4, -49.14
Lebron, LeBron 14 Ultimate Warrior (GS), 3, -34.29
Lebron, LeBron 14 University Red, 22, -41.71
Lebron, LeBron 14 University Red (GS), 3, -42.86
Lebron, LeBron 14 Wine, 24, -49.71
Lebron, LeBron 14 Zero Dark Thirty 23, 35, -44
Lebron, LeBron 15 Ashes, 391, -10.81
Lebron, LeBron 15 Ashes (GS), 3, -33.13
Lebron, LeBron 15 BHM (2018), 34, -48.12
Lebron, LeBron 15 Black Bright Crimson, 413, -31.89
Lebron, LeBron 15 Black Bright Crimson (GS), 79, -57.5
Lebron, LeBron 15 Black Gold, 556, 6.49
Lebron, LeBron 15 Black Gum, 128, 1.62
Lebron, LeBron 15 Black History Month (2018), 194, -14.05
Lebron, LeBron 15 Cereal, 919, 19.46
Lebron, LeBron 15 City Series, 262, -10.81
Lebron, LeBron 15 Diamond Turf (House of Hoops Special Box and Accessories), 8, 82.5
Lebron, LeBron 15 EP Black Gum, --, 
Lebron, LeBron 15 Fruity Pebbles (GS), 57, -22.5
Lebron, LeBron 15 Ghost, 288, 29.73
Lebron, LeBron 15 Ghost (GS), 26, -27.5
Lebron, LeBron 15 Graffiti, 464, -20.54
Lebron, LeBron 15 Graffiti (GS), 29, -36.43
Lebron, LeBron 15 Griffey, 760, 45
Lebron, LeBron 15 Griffey (House of Hoops Special Box and Accessories), 4, 122.5
Lebron, LeBron 15 Lifestyle KITH Concrete, 358, 0
Lebron, LeBron 15 Lifestyle KITH Stained Glass, 302, 56.52
Lebron, LeBron 15 Low Blackout, 102, -32
Lebron, LeBron 15 Low Melon, 107, -16.67
Lebron, LeBron 15 Low Signal Blue, 63, -27.33
Lebron, LeBron 15 Low Supernova, 63, 6
Lebron, LeBron 15 Low University Red, 117, -30
Lebron, LeBron 15 Multi-Color, 634, -19.46
Lebron, LeBron 15 Multi-Color (GS), 19, -40.62
Lebron, LeBron 15 Multi-Color (PS), 3, -17.78
Lebron, LeBron 15 New Heights, 387, -11.89
Lebron, LeBron 15 Orange Box, 753, 38.5
Lebron, LeBron 15 Orange Box (House of Hoops Special Box and Accessories), 7, 84.5
Lebron, LeBron 15 Performance KITH King's Cloak, 483, 116.08
Lebron, LeBron 15 Performance KITH Rose Gold, 258, 79
Lebron, LeBron 15 Performance KITH Suit of Armor, 305, 16.86
Lebron, LeBron 15 Pride of Ohio, 71, -12.43
Lebron, LeBron 15 Red Diamond Turf, 1489, 2.5
Lebron, LeBron 15 Rust Pink, 683, -2.16
Lebron, LeBron 15 Rust Pink (GS), 100, -44.38
Lebron, LeBron 15 Safety Orange (GS), 29, -39.38
Lebron, LeBron 15 Wine, --, 
Lebron, LeBron 16 1 Thru 5 (What The), 1954, 65
Lebron, LeBron 16 EP 1 Thru 5, --, 
Lebron, LeBron 16 EP I'm King, --, 
Lebron, LeBron 16 Equality 2019 (GS), 6, 0
Lebron, LeBron 16 Equality Away (2019), 235, -3.78
Lebron, LeBron 16 Equality Home (2019), 292, -4.32
Lebron, LeBron 16 Fresh Bred (GS), 26, -16.87
Lebron, LeBron 16 Fresh Bred (PS), --, 
Lebron, LeBron 16 Fresh Bred (TD), 1, -16.67
Lebron, LeBron 16 HFR (W), 706, 41.2
Lebron, LeBron 16 I Promise, 665, 14.05
Lebron, LeBron 16 I Promise (GS), 9, 3.12
Lebron, LeBron 16 I'm King (GS), 1, 12.5
Lebron, LeBron 16 King, 722, 16.76
Lebron, LeBron 16 King (GS), 26, -15.62
Lebron, LeBron 16 Little Big Cats (TD), 2, 15.38
Lebron, LeBron 16 Multi-Color, 205, -5.95
Lebron, LeBron 16 Oreo, 216, -8.65
Lebron, LeBron 16 Strive (GS), --, 
Lebron, LeBron 16 Strive (PS), --, 
Lebron, LeBron 16 Strive (TD), --, 
Lebron, LeBron 16 Superman (PS), 9, 11.58
Lebron, LeBron 16 Superman (TD), 5, 35
Lebron, LeBron 16 Superman SuperBron, 807, 7
Lebron, LeBron 3 Black Gold (2018), 474, 17.14
Lebron, LeBron 3 Christ The King (2018), 444, 64
Lebron, LeBron 3 Superman Red (2019), 102, 61.71
Lebron, LeBron Icon John Elliott White, 1321, 27.2
Lebron, LeBron Soldier 11 Cavs, 6, -32.31
Lebron, LeBron Soldier 11 Kay Yow, --, 
Lebron, LeBron Soldier 11 TB College Navy, --, 
Lebron, LeBron Soldier 11 TB Team Red, --, 
Lebron, LeBron Soldier 11 TB University Red, 1, -32.14
Lebron, LeBron Soldier 11 White Metallic Silver Black, 1, -35.71
Lebron, LeBron Soldier 12 SVSM Home (GS), 1, -22.73
Lebron, LeBron Solider 12 Flyease Black Battle Blue, --, 
Lebron, LeBron Witness 3 Bred, 1, 22.22
Lebron, LeBron X Celebration Pack, 16, 306.8
Lebron, LeBron X EXT Black Suede, 82, -26.4
Lebron, LeBron X EXT Denim, 112, -9.44
Lebron, LeBron X Elite Miami Dade, 24, -35.38
Lebron, LeBron X Elite Total Crimson, 35, -31.92
Lebron, LeBron X Elite+ White Gold, 33, 0.36
Lebron, LeBron X Low Akron Aeros, 7, -36.97
Lebron, LeBron X Low Black Total Crimson, --, 
Lebron, LeBron X Low Knicks HWC, 6, -35.15
Lebron, LeBron X Low LeBroncurial, 22, -45.45
Lebron, LeBron X Low Reptile, 29, -16.36
Lebron, LeBron X Low Sprite, 6, -46.06
Lebron, LeBron X Low USA, 1, 0
Lebron, LeBron X Low Watermelon, 16, -34.55
Lebron, LeBron X NSW Black Sail, 2, -13.08
Lebron, LeBron X NSW Dark Olive, --, 
Lebron, LeBron X NSW Hazelnut, --, 
Lebron, LeBron X NSW Night Stadium, 2, -36.15
Lebron, LeBron X Re-Entry, 174, 4.44
Lebron, LeBron X What the MVP, 14, 762.5
Lebron, LeBron Zoom Soldier 1 Think 16 (25 Straight), 1108, 12
Lebron, LeBron Zoom Soldier 10 Black Gold (Nike iD), 69, -12.22
Lebron, LeBron Zoom Soldier 10 Black Gum, 36, -15.71
Lebron, LeBron Zoom Soldier 10 Black Red, 10, -12.31
Lebron, LeBron Zoom Soldier 10 Black Royal, 10, -24.67
Lebron, LeBron Zoom Soldier 10 Black Space, 6, 30
Lebron, LeBron Zoom Soldier 10 Black Uni Gold, 16, -29.23
Lebron, LeBron Zoom Soldier 10 Black University Red, 8, -19.33
Lebron, LeBron Zoom Soldier 10 Black White, 5, -20
Lebron, LeBron Zoom Soldier 10 Christ the King, 4, 2.31
Lebron, LeBron Zoom Soldier 10 Cosmic, --, 
Lebron, LeBron Zoom Soldier 10 Court Purple, 2, -12.14
Lebron, LeBron Zoom Soldier 10 Dunkman, 5, 5.71
Lebron, LeBron Zoom Soldier 10 Gold Medal, 11, 43.57
Lebron, LeBron Zoom Soldier 10 Hyper Cobalt, 4, 2.14
Lebron, LeBron Zoom Soldier 10 John Elliot, 4, -9.5
Lebron, LeBron Zoom Soldier 10 Midnight Navy, 6, -27.14
Lebron, LeBron Zoom Soldier 10 NYC SOHO Exclusive, 1, -20
Lebron, LeBron Zoom Soldier 10 SFG Camo, 14, -20
Lebron, LeBron Zoom Soldier 10 Strive For Greatness, 2, -20.71
Lebron, LeBron Zoom Soldier 10 Team Bank Black, --, 
Lebron, LeBron Zoom Soldier 10 Team Bank Game Royal, --, 
Lebron, LeBron Zoom Soldier 10 Team Bank University Red, --, 
Lebron, LeBron Zoom Soldier 10 Team Bank White, 2, -19.23
Lebron, LeBron Zoom Soldier 10 Think Pink, 4, 7.69
Lebron, LeBron Zoom Soldier 10 Un-Cleated, 6, -11.43
Lebron, LeBron Zoom Soldier 10 Unlimited, 9, -15
Lebron, LeBron Zoom Soldier 10 White Midnight Navy, 1, -46.43
Lebron, LeBron Zoom Soldier 11 Black Gum, 16, -21.54
Lebron, LeBron Zoom Soldier 11 Black Sail, 8, -49.29
Lebron, LeBron Zoom Soldier 11 Burgundy, 41, -37.14
Lebron, LeBron Zoom Soldier 11 Camo, 71, -45.71
Lebron, LeBron Zoom Soldier 11 Cleat Ohio State PE, 5, 38.86
Lebron, LeBron Zoom Soldier 11 College Navy, 3, -34.62
Lebron, LeBron Zoom Soldier 11 Court General, 29, -26.92
Lebron, LeBron Zoom Soldier 11 Glacier Grey, 23, -32.31
Lebron, LeBron Zoom Soldier 11 Grey Gum, 1, -42.86
Lebron, LeBron Zoom Soldier 11 Olive Camo, 33, -46.43
Lebron, LeBron Zoom Soldier 11 Prototype, 24, -7.14
Lebron, LeBron Zoom Soldier 11 Safari (GS), 4, -43.33
Lebron, LeBron Zoom Soldier 11 Triple White (GS), 1, -36.36
Lebron, LeBron Zoom Soldier 11 Ultramarine, 52, -54.29
Lebron, LeBron Zoom Soldier 11 Ultramarine (GS), --, 
Lebron, LeBron Zoom Soldier 11 University Red White, 14, -36.15
Lebron, LeBron Zoom Soldier 11 Wheat, 67, -42.86
Lebron, LeBron Zoom Soldier 12 25 Straight, 6, -22.14
Lebron, LeBron Zoom Soldier 12 Agimat, --, 
Lebron, LeBron Zoom Soldier 12 Air Raid, --, 
Lebron, LeBron Zoom Soldier 12 Black Red, 11, -30
Lebron, LeBron Zoom Soldier 12 Blackened Blue, 6, -41.43
Lebron, LeBron Zoom Soldier 12 Bred, 28, -47.14
Lebron, LeBron Zoom Soldier 12 Camo, 13, -24.29
Lebron, LeBron Zoom Soldier 12 Dark 23, 53, 7.14
Lebron, LeBron Zoom Soldier 12 SVSM Home, 11, -25
Lebron, LeBron Zoom Soldier 7 Deep Royal Blue, 3, -50.77
Lebron, LeBron Zoom Soldier 7 King's Pride, --, 
Lebron, LeBron Zoom Soldier 8 Flyease Cavs, --, 
Lebron, LeBron Zoom Soldier 9 Blue Lagoon, 1, -15.38
Lebron, LeBron Zoom Soldier 9 Oregon, 14, -32.86
Lebron, LeBron Zoom Soldier 9 Red Champ (GS), --, 
Lebron, LeBron Zoom Witness Wolf Grey Star Blue, --, 
Lebron, Lebron 15 Mowabb, 464, 8
Lebron, Nike LeBron 13 Akronite, 26, -37.5
Lebron, Nike LeBron 13 NSW White Rubber City, --, 
Lebron, Nike LeBron 13 Opening Night, 10, -52.5
Lebron, Nike LeBron 13 Written In the Stars, 31, -58.5
Lebron, Nike LeBron Zoom 2 Midnight Navy, 19, 100
Lebron, Nike LeBron Zoom Soldier 10 Flyease Black Gum, --, 
Lebron, Nike LeBron Zoom Soldier 10 Lux Cargo Khaki, 5, -39.29
Lebron, Nike LeBron Zoom Soldier 10 Pinnacle White Black, 3, 10.71
Lebron, Nike LeBron Zoom Soldier 11 Black Gold, 24, -33.57
Lebron, Nike LeBron Zoom Soldier 11 Cool Grey, 34, -43.57
Lebron, Nike LeBron Zoom Soldier 11 Silver Bullet, 51, -35.71
Lebron, Nike LeBron Zoom Soldier 8 TB White Black, --, 
Lebron, Nike LeBron Zoom Soldier 8 Watch the Throne, 2, -22.22
Lebron, Nike LeBron Zoom Soldier 9 Think Pink, 10, -23.08
Lebron, Nike Zoom Witness Pale Grey, 7, -46
Lebron, Nike Zoom Witness White Metallic Gold Black, 1, -15
Lebron, Zoom Soldier 8 Cave Purple, --, 
Lebron, Air Zoom Generation Black White Crimson, 4, 124.55
Lebron, Air Zoom Generation USA, 3, 36.36
Lebron, Air Zoom Generation Wheat (All-Star), 16, 71.82
Lebron, Air Zoom Generation White Black, 12, 111.82
Lebron, Air Zoom Generation White Metallic Silver, 1, 127.27
Lebron, Air Zoom Generation White Varsity Crimson, 8, 134.55
Lebron, Air Zoom Generation White Varsity Royal, --, 
Lebron, LeBron 2 Birthday, 5, 39.5
Lebron, LeBron 2 Cool Grey, 21, 84
Lebron, LeBron 20-5-5 Black-Varsity Red, 7, 90.4
Lebron, LeBron 20-5-5 China, --, 
Lebron, LeBron 20-5-5 Four Horsemen, --, 
Lebron, LeBron 20-5-5 Hong Kong, --, 
Lebron, LeBron 20-5-5 Japan, --, 
Lebron, LeBron 20-5-5 Ohio State, 1, 92
Lebron, LeBron 20-5-5 Olympic, 3, 101.6
Lebron, LeBron 20-5-5 White Metallic Silver Black, 3, 92
Lebron, LeBron 20-5-5 White Midnight Navy Varsity Red, 3, 100
Lebron, LeBron 3 Black Crimson, 8, 144
Lebron, LeBron 3 Kid, --, 
Lebron, LeBron 3 Low Baroque Brown, --, 
Lebron, LeBron 3 Midnight Navy, 5, 60
Lebron, LeBron 3 West Coast, 5, 130.4
Lebron, LeBron 4 All-Star Game, 13, 206.67
Lebron, LeBron 4 Birthday, 14, 180
Lebron, LeBron 4 Black Crimson, 6, 56
Lebron, LeBron 4 Black White Red, 17, 124
Lebron, LeBron 4 China, 3, 177.6
Lebron, LeBron 4 Fruity Pebbles, 1, 
Lebron, LeBron 4 Graffiti NYC, 3, 
Lebron, LeBron 4 Home PE, --, 
Lebron, LeBron 4 Playoffs, 6, 102.4
Lebron, LeBron 4 West Coast, 19, 93.6
Lebron, LeBron 4 White Chrome, 10, 50.4
Lebron, LeBron 5 All Star Game, 10, 79.33
Lebron, LeBron 5 Black Army Olive, --, 
Lebron, LeBron 5 Black Crimson Black, 4, 32.14
Lebron, LeBron 5 Black Crimson Metallic Gold, 4, 2.86
Lebron, LeBron 5 China Edition, 6, 86.43
Lebron, LeBron 5 Christ the King Away Suede, --, 
Lebron, LeBron 5 Christ the King Home, --, 
Lebron, LeBron 5 Dunkman, 1, 28.57
Lebron, LeBron 5 Low All Black, --, 
Lebron, LeBron 5 Low Black Mean Green, --, 
Lebron, LeBron 5 Low Dunkman, --, 
Lebron, LeBron 5 Low Navy Crimson White, --, 
Lebron, LeBron 5 Low Stealth University Blue, --, 
Lebron, LeBron 5 Low White Metallic Silver, --, 
Lebron, LeBron 5 Low White Univeristy Blue, --, 
Lebron, LeBron 5 Mr. Basketball, 1, 247.14
Lebron, LeBron 5 Ohio State, 1, 96.43
Lebron, LeBron 5 St. Vincent-St. Mary, 1, 150
Lebron, LeBron 5 White Crimson Metallic Gold, 2, 27.86
Lebron, LeBron 5 White Navy Metallic Gold, 4, 47.14
Lebron, LeBron 5 Yankees, 5, 144.29
Lebron, LeBron 6 Akron, 1, 399.29
Lebron, LeBron 6 All-Star Game, 1, 150
Lebron, LeBron 6 Athlete, --, 
Lebron, LeBron 6 Big Apple, 1, 223.57
Lebron, LeBron 6 Blackout, 5, 64.29
Lebron, LeBron 6 Bred, 14, 63.57
Lebron, LeBron 6 Business, --, 
Lebron, LeBron 6 Chalk, 12, 72.14
Lebron, LeBron 6 Christ the King, 3, 92.86
Lebron, LeBron 6 Hardwood Classic 1, 4, 139.29
Lebron, LeBron 6 Kid, --, 
Lebron, LeBron 6 Los Angeles, 7, 83.57
Lebron, LeBron 6 Low All Black, --, 
Lebron, LeBron 6 Low Carbon, --, 
Lebron, LeBron 6 Low Dunkman, --, 
Lebron, LeBron 6 Low Safari, --, 
Lebron, LeBron 6 Low St. Vincent St. Mary, --, 
Lebron, LeBron 6 Low White Baltic Blue, 1, 121.11
Lebron, LeBron 6 Low White Black, --, 
Lebron, LeBron 6 Low White Midnight Navy, --, 
Lebron, LeBron 6 Low White Varisty Red, --, 
Lebron, LeBron 6 MVP, 3, 282.14
Lebron, LeBron 6 Miami, 5, 170
Lebron, LeBron 6 St. Vincent St. Mary, 3, 130
Lebron, LeBron 6 Summit Lake Hornets, 3, 17.14
Lebron, LeBron 6 Superman, 3, 245
Lebron, LeBron 6 Taxi, 5, 114.29
Lebron, LeBron 6 United We Rise, 6, 94.29
Lebron, LeBron 6 Wise, 2, 160.71
Lebron, LeBron 6 Witness Gold, 1, 203.57
Lebron, LeBron 7 All-Star Chlorine Blue, 20, 150
Lebron, LeBron 7 Black-White-Metallic Gold, 13, 97.86
Lebron, LeBron 7 China Moon, 8, 228.57
Lebron, LeBron 7 Christ the King (CTK), 12, 237.14
Lebron, LeBron 7 Christmas, 15, 87.14
Lebron, LeBron 7 Cool Grey, 12, 60.71
Lebron, LeBron 7 Dunkman, 35, 92.14
Lebron, LeBron 7 Eastbay TB Red, 1, 107.14
Lebron, LeBron 7 Eastbay TB Royal, 2, 97.14
Lebron, LeBron 7 Low Dunkman, 2, 66.43
Lebron, LeBron 7 Low White Metallic Gold, 2, 71.43
Lebron, LeBron 7 MTAG Akron, --, 
Lebron, LeBron 7 MTAG Beijing, --, 
Lebron, LeBron 7 MTAG Chicago, 2, 112.5
Lebron, LeBron 7 MTAG London, 2, 140.5
Lebron, LeBron 7 MTAG Los Angeles, 1, 100
Lebron, LeBron 7 MTAG New York City, 1, 75
Lebron, LeBron 7 MTAG Paris, --, 
Lebron, LeBron 7 MTAG Shanghai, --, 
Lebron, LeBron 7 MTAG Shengyang, --, 
Lebron, LeBron 7 MTAG Washington DC, --, 
Lebron, LeBron 7 NFW (No Flywire), 11, 47.86
Lebron, LeBron 7 PS MVP (NFW), 10, 491.25
Lebron, LeBron 7 PS P.S. Bred, 8, 64.83
Lebron, LeBron 7 PS P.S. White-Navy, 1, 13.79
Lebron, LeBron 7 Phantom, 6, 117.14
Lebron, LeBron 7 Red Carpet, 16, 195.71
Lebron, LeBron 7 University of Akron, 8, 156.43
Lebron, LeBron 7 White-Black-Varsity Red, 11, 64.29
Lebron, LeBron 7 White-Midnight Navy, 4, 81.43
Lebron, LeBron 8 112 Pack (Clark Kent), --, 
Lebron, LeBron 8 Black-White-Red, 16, 37.5
Lebron, LeBron 8 Blackout, 3, 46.88
Lebron, LeBron 8 China, 8, 76.25
Lebron, LeBron 8 Cool Grey, 9, 41.25
Lebron, LeBron 8 Home, 10, 12.5
Lebron, LeBron 8 James Dean Denim, 1, 
Lebron, LeBron 8 Low Triple Black, 1, 49.33
Lebron, LeBron 8 PS Dunkman, 7, -3.33
Lebron, LeBron 8 PS Home, 2, 20
Lebron, LeBron 8 PS NBA Finals, 8, 63.33
Lebron, LeBron 8 PS Royal-Black, 5, -28.67
Lebron, LeBron 8 PS White-Black-Red, 10, -18.67
Lebron, LeBron 8 South Beach (Pre-Heat), 75, 371.25
Lebron, LeBron 8 Un-China, 2, 3.75
Lebron, LeBron 8 V-2 All-Star Blue, 19, 58.79
Lebron, LeBron 8 V-2 Christmas, 20, 90
Lebron, LeBron 8 V-2 Christmas (GS), 1, 90.91
Lebron, LeBron 8 V-2 Entourage, 45, 17.5
Lebron, LeBron 8 V-2 Low Miami Nights, 8, 570
Lebron, LeBron 8 V-2 Low Solar Red, 27, 108
Lebron, LeBron 8 V-2 Low Sprite, 41, 47.33
Lebron, LeBron 8 V-2 Spark (GS), --, 
Lebron, LeBron 8 V-2 Summit Lake Hornets, 8, 16.25
Lebron, LeBron 8 V-2 Yankees, 4, 46.88
Lebron, LeBron 8 Veterans Day, 3, 10.62
Lebron, LeBron 9 Big Bang AS, 85, 91.76
Lebron, LeBron 9 Black History Month, 10, 4.71
Lebron, LeBron 9 Cannon, 45, 14.71
Lebron, LeBron 9 China (YOTD), 56, 30.59
Lebron, LeBron 9 Christmas, 51, 16.47
Lebron, LeBron 9 Cool Grey, 12, 1.18
Lebron, LeBron 9 Dunkman, 28, -8.82
Lebron, LeBron 9 Elite Big Bang Sample, --, 
Lebron, LeBron 9 Elite Cannon Sample, --, 
Lebron, LeBron 9 Elite China Sample, --, 
Lebron, LeBron 9 Elite Volt Sample, --, 
Lebron, LeBron 9 Freegums, 35, 18.24
Lebron, LeBron 9 Kentucky, 8, 2.94
Lebron, LeBron 9 Low Cherry, 2, -30
Lebron, LeBron 9 Low Cyber, 10, -34
Lebron, LeBron 9 Low Easter, 16, -16.67
Lebron, LeBron 9 Low Entourage, 1, -10
Lebron, LeBron 9 Low Fireberry, 12, -18.67
Lebron, LeBron 9 Low Floridians, 14, 22
Lebron, LeBron 9 Low Liverpool, 18, -6.67
Lebron, LeBron 9 Low Summit Lake Hornets, 16, -12
Lebron, LeBron 9 Low USA Olympic, 7, 17.33
Lebron, LeBron 9 Low War Vet, --, 
Lebron, LeBron 9 Mango, 37, 18.24
Lebron, LeBron 9 Miami Heat Away, 3, -18.24
Lebron, LeBron 9 Miami Heat Home, --, 
Lebron, LeBron 9 Miami Hurricanes, 20, 42.35
Lebron, LeBron 9 Miami Nights, 30, 29.41
Lebron, LeBron 9 Ohio State, 1, -5.88
Lebron, LeBron 9 PS Elite Away, 31, -26.4
